"Year","Month","Day","Fog","Mist","Rain","Hail","Thunder","Tornado","PRCP","TMAX","TMIN","AWND","WSF2","WSF5"
2002,1,1,0,1,1,1,0,0,21.1,5.6,1.1,6.4,10.3,11.6
2002,1,2,0,1,1,1,0,0,0.5,3.9,1.1,6.3,10.3,13
2002,1,3,0,0,0,0,0,0,0,5,-1.1,6,9.4,11.6
2002,1,4,0,0,0,0,0,0,0,8.9,-3.3,2.5,5.8,7.2
2002,1,5,1,1,1,0,1,0,31.5,15.6,4.4,6.1,13,16.5
2002,1,6,0,0,1,0,0,0,0,10,4.4,6.1,11.6,14.8
2002,1,7,0,0,0,0,0,0,0,8.9,1.1,5,9.4,11.6
2002,1,8,0,1,0,0,0,0,0,11.7,-2.8,1.9,5.8,6.7
2002,1,9,1,1,0,0,0,0,0,21.1,2.8,3.8,7.2,9.4
2002,1,10,1,1,0,0,0,0,0,22.8,8.9,2.8,6.7,8.9
2002,1,11,1,1,1,0,0,0,2.3,21.7,11.7,2.4,6.3,7.6
2002,1,12,1,1,1,0,0,0,7.9,12.8,4.4,2.1,6.7,8
2002,1,13,1,0,1,0,0,0,0,15.6,1.7,2.1,6.7,7.6
2002,1,14,1,1,1,0,0,0,6.1,16.7,6.7,1,4.5,5.4
2002,1,15,0,0,0,0,0,0,0,15,3.3,2.9,7.2,8.9
2002,1,16,1,1,0,0,0,0,0,17.2,0.6,2.1,6.3,7.6
2002,1,17,1,1,0,0,0,0,0,22.2,7.8,2.5,5.4,6.3
2002,1,18,0,1,1,0,0,0,0,20,14.4,2.3,6.3,7.2
2002,1,19,0,1,1,0,0,0,5.1,25.6,5.6,7.2,13,16.5
2002,1,20,0,1,1,0,0,0,0.3,13.3,5,3.4,8,10.3
2002,1,21,1,1,0,0,0,0,0,17.8,10,2.9,6.7,8
2002,1,22,1,1,1,0,0,0,0.5,25.6,10,4.3,8,10.7
2002,1,23,1,1,0,0,0,0,0,27.2,20,5.3,9.4,10.7
2002,1,24,0,1,1,0,0,0,4.6,27.2,14.4,6.1,11.6,13.9
2002,1,25,0,1,1,0,0,0,0.8,16.7,9.4,6.2,10.3,12.5
2002,1,26,0,0,0,0,0,0,0,17.2,7.8,3,6.3,7.2
2002,1,27,0,1,0,0,0,0,0,20.6,8.9,2.4,5.8,6.7
2002,1,28,1,1,0,0,0,0,0,25.6,16.1,2.5,6.7,7.2
2002,1,29,1,1,1,0,0,0,0,26.7,20,4,6.7,8
2002,1,30,0,0,1,0,0,0,3,26.1,20,5.3,9.4,11.2
2002,1,31,0,1,0,0,0,0,0,27.8,16.7,6,13.4,17.4
2002,2,1,0,1,1,0,0,0,12.7,16.1,6.7,6.4,13.4,17.4
2002,2,2,0,0,0,0,0,0,0,13.3,5,4.8,10.3,12.5
2002,2,3,0,0,0,0,0,0,0,15,7.2,1.3,6.3,6.7
2002,2,4,0,0,0,0,0,0,0,13.3,10,5.3,8,9.8
2002,2,5,0,1,1,0,0,0,14,11.7,5.6,6.5,9.8,13.4
2002,2,6,0,1,1,0,0,0,12.7,9.4,5.6,4.9,8.9,10.7
2002,2,7,0,0,0,0,0,0,0,8.3,3.9,6,8.9,11.6
2002,2,8,0,0,0,0,0,0,0,12.2,5,2.8,6.7,7.6
2002,2,9,1,1,0,0,0,0,0,19.4,2.2,2.5,6.7,8.9
2002,2,10,1,1,0,0,0,0,0,18.3,8.3,4.7,10.3,13
2002,2,11,0,0,0,0,0,0,0,11.1,3.3,4.5,11.2,14.3
2002,2,12,0,0,0,0,0,0,0,15,2.2,1.8,5.8,7.2
2002,2,13,0,1,1,0,0,0,1,16.7,6.7,1.5,6.7,8
2002,2,14,0,0,0,0,0,0,0,16.1,6.7,4.2,7.6,9.4
2002,2,15,0,1,1,0,0,0,0.8,19.4,6.1,2,5.4,6.3
2002,2,16,0,1,0,0,0,0,0,18.3,8.9,4.1,8,9.8
2002,2,17,0,0,0,0,0,0,0,20.6,3.3,1.3,5.4,6.3
2002,2,18,0,1,0,0,0,0,0,21.1,6.7,4,8.9,10.7
2002,2,19,0,0,0,0,0,0,0,25.6,15,6.9,12.5,14.8
2002,2,20,0,1,1,0,1,0,29,23.3,12.2,3.3,12.5,14.3
2002,2,21,1,0,0,0,0,0,0,23.3,7.8,1.9,5.4,6.7
2002,2,22,0,0,1,0,0,0,0,14.4,7.8,5.6,10.3,12.5
2002,2,23,0,0,0,0,0,0,0,15,3.3,4,8.9,10.7
2002,2,24,0,0,0,0,0,0,0,19.4,3.3,2.6,6.7,8.9
2002,2,25,1,1,0,0,0,0,0,23.9,7.2,3.7,8,9.8
2002,2,26,0,1,0,0,0,0,0,16.7,3.3,7,10.7,14.3
2002,2,27,0,0,0,0,0,0,0,6.7,-1.7,5.2,11.2,13.9
2002,2,28,0,0,0,0,0,0,0,12.2,0,3.4,6.3,7.6
2002,3,1,0,1,1,0,1,0,40.6,13.9,8.3,6.7,11.2,14.3
2002,3,2,0,1,1,0,0,0,2.3,23.3,9.4,3.7,10.7,13.4
2002,3,3,0,0,0,0,0,0,0,9.4,0.6,7.9,11.6,14.8
2002,3,4,0,0,0,0,0,0,0,8.3,-1.1,4.6,8.9,11.2
2002,3,5,0,0,0,0,0,0,0,15,-1.7,2.2,6.3,7.2
2002,3,6,0,0,0,0,0,0,0,20,5,3.8,7.6,9.8
2002,3,7,1,1,0,0,0,0,0,22.8,8.3,3.6,6.3,7.2
2002,3,8,0,1,0,0,0,0,0,25,15,5.1,8.9,10.7
2002,3,9,0,1,1,0,1,0,10.9,27.2,10.6,5,13.4,17.9
2002,3,10,0,0,0,0,0,0,0,16.1,6.1,6.4,11.6,14.3
2002,3,11,0,0,0,0,0,0,0,22.2,8.9,4.2,7.6,9.8
2002,3,12,1,1,1,0,1,0,9.7,23.9,11.7,5.6,11.2,14.3
2002,3,13,0,1,0,0,0,0,0,17.2,9.4,2.6,6.7,8.9
2002,3,14,1,1,0,0,0,0,0,23.9,8.3,3.9,8.9,11.2
2002,3,15,0,1,1,0,0,0,0,28.3,20.6,5.6,10.3,13
2002,3,16,0,1,1,0,0,0,0,28.9,21.7,5.6,10.3,13
2002,3,17,0,1,0,0,0,0,0,28.9,22.2,5.1,10.7,13
2002,3,18,1,1,0,0,0,0,0,27.8,20,3.5,7.2,8.9
2002,3,19,0,1,0,0,0,0,0,28.3,20.6,5.2,9.4,11.6
2002,3,20,0,0,1,0,0,0,0.5,26.7,17.8,5.4,11.2,13.4
2002,3,21,0,0,0,0,0,0,0,20.6,13.3,6.3,10.3,14.3
2002,3,22,0,0,0,0,0,0,0,13.9,6.1,6.5,11.2,13.4
2002,3,23,0,0,0,0,0,0,0,16.7,6.1,3.1,5.8,6.7
2002,3,24,1,0,0,0,0,0,0,22.8,7.2,3.6,9.4,10.7
2002,3,25,0,1,0,0,0,0,0,27.8,16.1,4.5,8,8.9
2002,3,26,1,1,1,0,1,0,18.5,22.8,9.4,5.3,13.4,15.6
2002,3,27,0,0,0,0,0,0,0,20,7.2,3.2,8,9.8
2002,3,28,0,0,0,0,0,0,0,23.9,8.9,3.1,6.7,8
2002,3,29,0,1,0,0,0,0,0,27.8,19.4,4.8,10.3,11.6
2002,3,30,0,1,0,0,0,0,0,27.8,20,4.3,9.4,11.2
2002,3,31,0,1,1,0,0,0,8.4,25,15.6,3.8,9.8,11.6
2002,4,1,0,1,0,0,0,0,0,20.6,13.9,3.7,8,9.8
2002,4,2,0,1,0,0,0,0,0,27.2,13.3,3.4,6.7,7.6
2002,4,3,0,1,0,0,0,0,0,27.8,14.4,4.3,9.8,11.2
2002,4,4,0,0,0,0,0,0,0,19.4,12.8,6.7,9.8,11.2
2002,4,5,0,0,0,0,0,0,0,20.6,11.7,5.7,9.4,10.7
2002,4,6,0,0,0,0,0,0,0,21.1,11.7,4.4,10.3,12.5
2002,4,7,0,1,1,0,0,0,0,26.7,10.6,5.7,10.3,13.4
2002,4,8,1,1,1,0,1,0,51.3,26.7,15.6,7.2,16.1,19.2
2002,4,9,0,0,1,0,1,0,2.8,23.9,16.7,2.6,7.2,8.9
2002,4,10,1,0,0,0,0,0,0,26.7,15,2.8,6.7,8.9
2002,4,11,1,1,1,0,1,0,0.3,24.4,17.2,2.5,8,9.8
2002,4,12,0,0,1,0,0,0,0,25.6,19.4,3.4,7.2,8.9
2002,4,13,0,0,0,0,0,0,0,25,17.8,3.9,7.2,8.9
2002,4,14,1,1,0,0,0,0,0,26.7,15.6,2.2,5.8,6.3
2002,4,15,1,1,0,0,0,0,0,28.9,18.3,3.3,7.2,8.9
2002,4,16,0,1,0,0,0,0,0,29.4,21.1,4.3,8,9.8
2002,4,17,1,1,0,0,0,0,0,30,19.4,2.7,6.7,7.6
2002,4,18,1,1,0,0,0,0,0,30,17.8,2.3,6.7,7.6
2002,4,19,1,1,0,0,0,0,0,30,18.3,2.7,6.7,8
2002,4,20,1,1,0,0,0,0,0,30,19.4,3,7.6,10.3
2002,4,21,1,1,0,0,0,0,0,29.4,19.4,3.6,8,9.4
2002,4,22,0,1,0,0,0,0,0,28.9,19.4,3.5,9.4,10.3
2002,4,23,0,0,0,0,0,0,0,29.4,20,3.3,6.7,8.9
2002,4,24,1,1,0,0,0,0,0,29.4,20,3.2,6.7,7.6
2002,4,25,1,1,0,0,0,0,0,28.9,19.4,3.9,9.8,11.2
2002,4,26,0,0,0,0,0,0,0,29.4,21.1,3.5,7.2,8.9
2002,4,27,0,1,0,0,0,0,0,30.6,22.2,5.6,10.7,13.4
2002,4,28,0,1,0,0,0,0,0,31.1,22.8,4.6,8,9.8
2002,4,29,1,1,0,0,0,0,0,32.2,21.1,3.2,5.8,6.7
2002,4,30,0,1,0,0,0,0,0,31.7,22.2,4.8,9.4,10.7
2002,5,1,0,0,0,0,0,0,0,31.7,22.2,5.9,10.3,13
2002,5,2,0,1,0,0,0,0,0,33.3,23.9,5.8,10.7,12.5
2002,5,3,0,1,0,0,0,0,0,32.2,23.9,5.5,9.4,10.7
2002,5,4,0,1,0,0,0,0,0,32.8,23.3,4,6.7,8
2002,5,5,0,1,0,0,0,0,0,32.2,22.8,2.8,5.8,7.2
2002,5,6,1,0,0,0,0,0,0,32.2,22.2,4,8.9,10.7
2002,5,7,0,0,0,0,0,0,0,32.2,22.2,3.9,6.7,8
2002,5,8,0,0,0,0,0,0,0,32.2,24.4,5.1,8,9.8
2002,5,9,0,0,0,0,0,0,0,32.2,22.8,3.9,7.6,9.4
2002,5,10,0,0,0,0,0,0,0,32.2,22.8,3.1,6.7,8
2002,5,11,0,0,0,0,0,0,0,32.2,23.3,4.9,10.3,11.2
2002,5,12,0,0,0,0,0,0,0,32.2,23.3,4.8,7.6,9.8
2002,5,13,0,0,0,0,0,0,0,30,17.8,5.7,11.2,13.9
2002,5,14,0,0,0,0,0,0,0,25.6,13.9,5.1,11.6,13.4
2002,5,15,0,0,0,0,0,0,0,29.4,18.3,4.3,8,10.7
2002,5,16,0,1,0,0,0,0,0,30.6,20.6,4.1,8,9.4
2002,5,17,0,1,1,0,0,0,16.5,31.1,20,4.4,11.6,14.3
2002,5,18,0,0,1,0,0,0,0,21.7,15.6,6.8,12.5,16.1
2002,5,19,0,0,0,0,0,0,0,23.9,13.3,7.8,12.5,14.8
2002,5,20,0,0,0,0,0,0,0,24.4,15,4.1,9.8,13
2002,5,21,0,0,0,0,0,0,0,26.1,15.6,2.9,8,10.3
2002,5,22,0,0,0,0,0,0,0,26.1,14.4,3.1,7.6,9.4
2002,5,23,0,0,0,0,0,0,0,28.3,13.3,3.5,7.6,10.3
2002,5,24,0,1,0,0,0,0,0,30,18.9,3.8,7.2,9.8
2002,5,25,0,1,1,0,1,0,36.3,30,19.4,2.4,7.6,10.7
2002,5,26,1,1,0,0,0,0,0,30.6,17.2,2.4,6.7,9.4
2002,5,27,0,0,0,0,0,0,0,30.6,18.9,1.9,5.8,6.7
2002,5,28,0,0,0,0,0,0,0,30.6,18.9,1.8,4.5,7.2
2002,5,29,0,0,1,0,1,0,2.8,30,21.7,2.9,7.6,9.4
2002,5,30,0,1,1,0,1,0,16,27.8,20,2.1,6.7,8
2002,5,31,1,1,1,0,0,0,5.6,30.6,20.6,2.4,6.7,8
2002,6,1,1,0,0,0,0,0,0,32.2,20.6,2.4,6.3,7.2
2002,6,2,1,1,0,0,0,0,0,32.8,21.7,1.7,5.8,6.7
2002,6,3,1,0,0,0,1,0,0,32.8,21.1,2.3,7.2,8.9
2002,6,4,0,1,1,0,1,1,11.4,31.7,22.8,2.4,11.2,21.5
2002,6,5,0,0,0,0,0,0,0,32.2,24.4,3.4,9.8,11.6
2002,6,6,0,0,0,0,0,0,0,31.7,23.3,2.5,6.3,7.6
2002,6,7,0,0,0,0,1,0,0,32.8,24.4,2.1,8,9.8
2002,6,8,0,1,1,0,1,0,2.5,32.8,23.9,1.1,5.8,7.6
2002,6,9,0,1,1,0,0,0,2,31.7,23.9,3.2,8,9.8
2002,6,10,0,1,1,0,0,0,0.5,31.7,23.9,3.7,8,9.4
2002,6,11,1,0,0,0,0,0,0,32.2,21.1,3,7.6,9.4
2002,6,12,1,1,1,0,0,0,0.5,31.7,22.8,2.1,4.5,5.8
2002,6,13,0,0,0,0,0,0,0,32.8,23.3,3,7.2,8
2002,6,14,0,0,1,0,0,0,0,33.9,23.9,4.9,9.8,11.6
2002,6,15,0,0,0,0,0,0,0,31.1,23.9,4.4,8.9,9.8
2002,6,16,0,0,1,0,0,0,0,29.4,21.1,2.6,6.7,7.6
2002,6,17,0,0,1,0,0,0,0,30,22.2,3.2,7.6,9.8
2002,6,18,0,0,1,0,1,0,2.5,30.6,23.3,3.4,7.6,9.8
2002,6,19,0,0,1,0,1,0,2.3,31.7,22.8,2.8,8,9.8
2002,6,20,0,0,0,0,1,0,0,32.2,23.9,3,11.6,13.9
2002,6,21,0,0,1,0,1,0,0,31.7,24.4,4.2,11.2,14.8
2002,6,22,0,0,1,0,0,0,0,28.3,23.3,5.5,9.4,10.7
2002,6,23,0,1,1,0,1,0,16.3,28.3,20,3.5,9.4,10.7
2002,6,24,1,1,1,0,1,0,14.5,31.1,20.6,2.5,11.2,13.4
2002,6,25,1,1,1,0,1,0,33,30.6,21.7,2.7,8.9,10.3
2002,6,26,1,1,1,0,1,0,19.3,30.6,22.2,3,12.5,14.3
2002,6,27,0,1,1,0,1,0,17.8,31.1,22.2,3.2,10.3,11.6
2002,6,28,0,1,1,0,0,0,0,30.6,22.8,3,7.6,9.4
2002,6,29,0,1,0,0,0,0,0,32.8,23.3,2.6,5.8,7.2
2002,6,30,0,0,1,0,1,0,0,32.2,23.3,2.1,6.7,9.4
2002,7,1,0,1,1,0,0,0,21.3,30,25,1.6,5.8,7.2
2002,7,2,0,0,1,0,1,0,2.3,32.2,23.9,1.3,8,9.4
2002,7,3,0,0,1,0,1,0,0,32.8,23.9,0.8,9.4,10.3
2002,7,4,0,0,0,0,1,0,0,32.8,23.3,1.3,4.5,7.2
2002,7,5,0,0,1,0,1,0,0.3,32.8,24.4,2.2,8,10.3
2002,7,6,0,1,0,0,0,0,0,33.9,23.9,3.2,7.6,9.4
2002,7,7,0,1,0,0,0,0,0,33.9,23.9,2.7,7.6,9.4
2002,7,8,0,0,1,0,1,0,9.7,32.2,24.4,2.8,9.4,11.2
2002,7,9,0,0,1,0,1,0,0,32.8,23.9,1.7,5.8,6.7
2002,7,10,0,0,0,0,1,0,0,32.8,24.4,2.1,6.3,7.6
2002,7,11,0,0,0,0,0,0,0,34.4,23.9,1.8,5.4,6.3
2002,7,12,0,1,1,0,1,0,0.5,33.9,25,2.3,8,9.8
2002,7,13,0,1,1,0,1,1,19.8,32.2,23.3,3.4,19.2,23.7
2002,7,14,1,1,1,0,1,0,30.7,30.6,23.3,2.2,10.3,12.5
2002,7,15,0,0,1,0,0,0,0,32.2,25,3.1,6.7,7.6
2002,7,16,1,0,0,0,0,0,0,33.3,23.9,2.6,6.3,7.6
2002,7,17,0,0,0,0,0,0,0,33.9,24.4,1.4,5.8,8
2002,7,18,0,0,0,0,0,0,0,34.4,26.1,2.4,7.6,10.3
2002,7,19,0,0,0,0,1,0,0,35,25,2.1,7.6,8
2002,7,20,0,0,0,0,0,0,0,35,25.6,2.6,5.4,6.3
2002,7,21,0,1,1,0,1,0,2,34.4,23.3,2.7,8,13
2002,7,22,0,1,1,0,1,0,9.4,33.3,22.8,2.1,8,10.3
2002,7,23,0,1,0,0,0,0,0,33.3,22.8,1.1,8,10.3
2002,7,24,0,1,0,0,0,0,0,33.3,24.4,2.5,7.2,8
2002,7,25,0,1,1,0,1,0,11.2,32.2,22.8,2.6,13,15.6
2002,7,26,0,1,1,0,1,0,1.8,31.1,23.3,1.4,8.9,10.3
2002,7,27,0,0,1,0,1,0,0.5,33.3,23.3,2.2,5.8,6.7
2002,7,28,0,0,1,0,1,0,0,34.4,25.6,2.1,8,10.7
2002,7,29,0,0,1,0,1,0,0.5,32.2,25.6,2,6.7,7.6
2002,7,30,0,1,1,0,1,0,5.3,31.1,23.3,1.4,13.9,17.4
2002,7,31,0,0,1,0,1,0,0,31.7,23.3,1.5,6.7,8
2002,8,1,0,1,1,0,1,0,0,31.1,22.8,1.8,6.7,8
2002,8,2,0,1,1,0,1,0,0.8,34.4,22.2,2.9,11.6,13.9
2002,8,3,0,1,1,0,1,0,0,34.4,23.9,3.1,7.6,9.8
2002,8,4,0,1,1,0,0,0,0.8,32.2,25,5.8,10.3,11.6
2002,8,5,0,1,1,0,0,0,0.8,31.1,22.8,4.1,9.4,10.7
2002,8,6,0,1,1,0,1,0,27.9,30,24.4,2.8,6.7,8
2002,8,7,0,1,0,0,0,0,0,35,23.9,2.2,5.8,6.7
2002,8,8,0,1,0,0,1,0,0,34.4,26.1,2.2,6.7,8
2002,8,9,0,0,0,0,0,0,0,32.2,24.4,3.4,8.9,10.7
2002,8,10,0,0,0,0,0,0,0,32.8,22.2,4.1,8.9,11.2
2002,8,11,0,1,1,0,1,0,6.1,30.6,23.3,2.6,11.6,13.4
2002,8,12,0,1,1,0,1,0,41.7,31.1,22.8,2.3,9.8,13
2002,8,13,1,1,1,0,1,0,5.8,31.1,22.8,2.6,7.6,8.9
2002,8,14,0,1,1,0,0,0,0.3,29.4,23.3,2,7.2,8
2002,8,15,0,0,1,0,0,0,0,32.8,24.4,4.1,8.9,10.3
2002,8,16,0,0,1,0,1,0,0.3,32.2,25,2.2,8.9,11.2
2002,8,17,0,1,1,0,1,0,1.3,32.8,25,1.9,7.2,8
2002,8,18,0,0,0,0,0,0,0,32.2,24.4,1.5,7.2,9.4
2002,8,19,0,0,0,0,1,0,0,32.2,24.4,1.8,9.8,11.2
2002,8,20,0,0,0,0,1,0,0,33.9,24.4,1.9,9.8,11.6
2002,8,21,0,1,1,0,1,0,0,31.7,23.9,2.3,5.8,6.7
2002,8,22,0,0,1,0,1,1,4.1,31.1,25,2.2,8,9.4
2002,8,23,0,1,1,0,1,0,14.2,31.7,23.9,0.9,6.7,8
2002,8,24,0,0,0,0,0,0,0,33.9,23.9,2.1,7.2,7.6
2002,8,25,0,0,0,0,1,0,0,34.4,24.4,2.7,9.4,11.2
2002,8,26,0,1,0,0,0,0,0,32.2,23.9,2.7,5.8,6.7
2002,8,27,0,0,0,0,0,0,0,33.3,23.3,2.7,5.8,6.7
2002,8,28,0,1,0,0,0,0,0,32.8,23.3,3.2,6.3,8
2002,8,29,0,1,0,0,0,0,0,32.8,24.4,3,6.3,7.6
2002,8,30,0,1,0,0,0,0,0,32.8,23.9,3.6,7.6,9.4
2002,8,31,0,0,1,0,0,0,0,32.2,25,4.3,8,9.8
2002,9,1,0,0,1,0,0,0,0,31.1,25.6,4.8,9.8,11.2
2002,9,2,0,0,1,0,0,0,0.3,30,25,3,7.2,8.9
2002,9,3,0,1,1,0,1,0,10.4,28.9,24.4,2.3,6.7,8
2002,9,4,0,0,0,0,0,0,0,28.9,25,2.2,7.6,11.2
2002,9,5,1,1,0,0,0,0,0,31.1,24.4,2.1,6.3,7.2
2002,9,6,1,1,1,0,1,0,27.4,28.9,23.3,2.7,8.9,11.2
2002,9,7,0,1,1,0,0,0,7.6,27.8,23.9,4.2,9.8,13.4
2002,9,8,0,1,1,0,1,0,7.4,28.3,23.9,3.1,8.9,12.5
2002,9,9,0,1,0,0,0,0,0,31.1,25.6,3.8,8,11.6
2002,9,10,0,0,0,0,0,0,0,32.2,25,3.4,6.7,7.6
2002,9,11,0,1,0,0,0,0,0,33.3,23.3,1.7,4,5.8
2002,9,12,0,1,0,0,0,0,0,33.3,23.9,3.7,7.6,9.4
2002,9,13,0,1,1,0,0,0,3,32.2,25,4.4,8.9,10.7
2002,9,14,0,1,0,0,0,0,0,33.9,24.4,2.8,3.6,4.5
2002,9,15,0,1,1,0,0,0,0,33.3,23.9,2.5,7.6,9.8
2002,9,16,0,1,1,0,1,0,3.8,32.8,23.3,1.5,6.3,8
2002,9,17,0,1,1,0,0,0,0.5,32.2,23.3,1.6,7.2,8
2002,9,18,0,1,0,0,0,0,0,33.3,24.4,2.9,7.6,8
2002,9,19,0,1,0,0,0,0,0,33.3,25,4.2,7.6,9.4
2002,9,20,0,0,0,0,0,0,0,33.9,25,3.9,8.9,10.3
2002,9,21,0,1,1,0,1,0,4.6,31.7,25,1.8,7.2,8
2002,9,22,0,1,1,0,0,0,4.1,33.3,25,4.4,9.8,12.5
2002,9,23,0,0,0,0,1,0,0,31.7,23.3,7.7,11.6,14.8
2002,9,24,0,1,1,0,0,0,34,25.6,22.2,8,13.9,17.9
2002,9,25,1,1,1,0,0,0,191,24.4,22.2,10.2,17.4,21.5
2002,9,26,0,1,1,0,0,0,67.3,23.9,21.1,7.9,20.6,24.1
2002,9,27,0,0,0,0,0,0,0,28.9,19.4,2.5,5.8,6.7
2002,9,28,0,0,0,0,0,0,0,28.9,20,1.9,6.7,8.9
2002,9,29,1,1,0,0,0,0,0,30,20.6,2.1,5.4,6.7
2002,9,30,1,1,0,0,0,0,0,31.7,21.7,2.1,5.8,6.7
2002,10,1,1,1,0,0,0,0,0,31.1,23.3,3.1,7.6,9.4
2002,10,2,0,1,1,0,0,0,7.4,31.1,25,5.6,10.3,14.8
2002,10,3,0,1,1,0,0,0,64.5,28.3,24.4,9.5,17.4,22.8
2002,10,4,0,1,1,0,1,0,2.8,30.6,24.4,3.7,9.8,11.6
2002,10,5,1,1,0,0,1,0,0,31.1,22.8,1.7,9.4,11.6
2002,10,6,0,1,1,0,1,0,0,31.7,22.2,1.3,8.9,9.8
2002,10,7,0,0,0,0,0,0,0,30.6,22.8,2.8,6.7,9.4
2002,10,8,0,1,1,0,1,0,0,27.2,22.2,3.6,6.7,8
2002,10,9,0,1,1,0,1,0,28.4,28.9,22.8,2.3,6.3,7.6
2002,10,10,0,1,1,0,0,0,9.1,27.8,22.2,2.4,8,9.8
2002,10,11,0,1,0,0,0,0,0,27.8,20.6,2.5,4,5.4
2002,10,12,0,1,0,0,0,0,0,26.7,20.6,1.4,4,6.3
2002,10,13,0,0,0,0,0,0,0,27.2,19.4,6.4,10.7,13.4
2002,10,14,0,0,1,0,0,0,0,21.7,16.7,4.8,9.4,11.2
2002,10,15,0,0,1,0,0,0,0,22.8,17.2,5.1,8,10.7
2002,10,16,0,0,0,0,0,0,0,22.2,14.4,3.8,8.9,11.2
2002,10,17,0,0,0,0,0,0,0,22.8,12.2,1.7,5.4,6.3
2002,10,18,0,0,0,0,0,0,0,26.7,12.2,3.4,7.2,9.4
2002,10,19,0,0,0,0,0,0,0,28.3,19.4,3.6,8.9,10.7
2002,10,20,1,1,1,0,0,0,0,28.3,17.8,1.4,6.3,7.6
2002,10,21,1,1,1,0,0,0,0,25,17.8,2.1,5.8,6.7
2002,10,22,1,1,1,0,0,0,0.5,25,18.9,2.3,6.3,7.2
2002,10,23,0,1,1,0,0,0,14.5,22.8,20,2.8,6.3,7.2
2002,10,24,0,1,0,0,0,0,0,23.9,19.4,2.6,5.8,6.7
2002,10,25,1,1,1,0,1,0,72.1,26.1,20.6,2.8,9.4,11.2
2002,10,26,0,1,1,0,0,0,2.3,23.3,21.1,2.4,5.8,7.2
2002,10,27,0,1,1,0,0,0,26.4,26.7,22.2,3.7,7.6,9.4
2002,10,28,0,1,1,0,1,0,0.5,28.9,23.3,3.6,6.7,8
2002,10,29,0,1,1,0,1,0,27.7,25,20,2.8,10.7,14.3
2002,10,30,1,1,0,0,0,0,0,25.6,18.9,3.4,7.6,8.9
2002,10,31,0,0,0,0,0,0,0,22.2,15.6,6.4,10.3,12.5
2002,11,1,0,0,0,0,0,0,0,20,13.3,5.9,9.4,10.7
2002,11,2,0,0,1,0,0,0,0.5,18.9,11.7,4.6,8,10.3
2002,11,3,0,1,1,0,0,0,0.3,24.4,15,3.5,6.3,9.4
2002,11,4,0,1,1,0,0,0,5.6,23.3,17.2,4.1,6.7,8
2002,11,5,1,1,1,0,0,0,42.4,25,14.4,6.1,17,20.6
2002,11,6,0,0,0,0,0,0,0,17.8,11.7,5.4,8.9,10.7
2002,11,7,0,0,0,0,0,0,0,18.3,9.4,2,5.8,6.7
2002,11,8,1,1,0,0,0,0,0,22.2,7.2,1.6,5.8,6.7
2002,11,9,0,1,1,0,0,0,2.5,26.7,16.1,4.5,9.8,12.5
2002,11,10,0,1,1,0,0,0,0,28.9,22.8,5.8,10.3,13.9
2002,11,11,0,1,1,0,1,0,25.7,26.1,18.3,3.3,11.6,15.6
2002,11,12,0,1,1,0,0,0,2.8,20.6,12.2,6.5,13,15.6
2002,11,13,0,0,0,0,0,0,0,17.2,7.2,3.7,9.4,12.5
2002,11,14,0,0,0,0,0,0,0,21.1,5.6,1.8,6.3,7.2
2002,11,15,0,1,1,0,0,0,0.5,25.6,13.3,3.6,8,10.3
2002,11,16,0,1,1,0,0,0,2.5,13.3,7.8,6.5,10.7,14.3
2002,11,17,0,1,0,0,0,0,0,16.7,3.3,3.3,6.3,8.9
2002,11,18,0,0,0,0,0,0,0,21.7,5,3.1,8.9,10.7
2002,11,19,1,1,1,0,0,0,1,21.7,16.1,2.5,5.8,6.7
2002,11,20,0,1,1,0,1,0,40.9,20.6,14.4,2.1,8.9,9.8
2002,11,21,1,1,0,0,0,0,0,20.6,8.3,2.8,6.3,7.6
2002,11,22,0,0,0,0,0,0,0,15.6,9.4,5.2,10.3,11.6
2002,11,23,0,0,0,0,0,0,0,16.1,4.4,2.4,7.2,7.6
2002,11,24,0,1,0,0,0,0,0,21.1,3.9,2.5,5.4,6.3
2002,11,25,0,0,0,0,0,0,0,23.3,11.7,2.4,6.3,7.2
2002,11,26,1,1,1,0,0,0,0,23.3,10,2.8,6.7,8
2002,11,27,0,1,0,0,0,0,0,13.3,8.9,6.2,9.4,11.2
2002,11,28,0,0,0,0,0,0,0,12.8,3.9,4.3,8,9.4
2002,11,29,0,1,0,0,0,0,0,17.8,2.8,1.9,5.8,6.3
2002,11,30,0,1,1,0,0,0,4.8,18.3,11.1,2.8,9.4,10.7
2002,12,1,0,0,0,0,0,0,0,12.8,4.4,3.9,10.7,12.5
2002,12,2,0,0,0,0,0,0,0,20,3.3,2.3,5.8,6.7
2002,12,3,0,1,0,0,0,0,0,21.7,11.7,3,6.7,8.9
2002,12,4,0,1,1,0,0,0,6.6,25,15.6,5.3,10.7,13
2002,12,5,0,1,1,0,0,0,7.4,15.6,4.4,6.5,9.4,11.6
2002,12,6,0,0,0,0,0,0,0,10.6,2.8,4.2,8.9,9.8
2002,12,7,0,1,0,0,0,0,0,11.1,1.1,2,5.8,6.7
2002,12,8,0,1,0,0,0,0,0,15,3.9,2.7,6.7,7.6
2002,12,9,0,1,1,0,0,0,0,14.4,8.9,5.1,7.6,9.4
2002,12,10,0,1,1,0,0,0,10.9,11.1,6.1,5.1,7.6,10.3
