"Year","Month","Day","DayOfWeek","Flights","Cancelled","Diverted","Delayed"
1998,9,1,2,140,11,0,13
1998,9,2,3,140,27,0,10
1998,9,3,4,140,7,0,15
1998,9,4,5,140,7,0,24
1998,9,5,6,123,7,0,6
1998,9,6,7,117,9,0,7
1998,9,7,1,137,7,0,21
1998,9,8,2,139,7,0,16
1998,9,9,3,143,10,0,12
1998,9,10,4,144,8,0,23
1998,9,11,5,143,10,0,42
1998,9,12,6,132,8,0,17
1998,9,13,7,136,8,0,21
1998,9,14,1,143,9,0,12
1998,9,15,2,143,8,0,20
1998,9,16,3,143,8,0,16
1998,9,17,4,143,10,0,21
1998,9,18,5,143,7,0,31
1998,9,19,6,133,7,0,18
1998,9,20,7,136,3,0,32
1998,9,21,1,143,1,0,17
1998,9,22,2,143,1,0,15
1998,9,23,3,143,1,0,8
1998,9,24,4,143,1,0,22
1998,9,25,5,142,3,0,32
1998,9,26,6,133,6,0,10
1998,9,27,7,136,103,33,0
1998,9,28,1,143,109,34,0
1998,9,29,2,143,33,2,9
1998,9,30,3,143,0,0,9
1998,10,1,4,142,0,0,5
1998,10,2,5,142,2,0,33
1998,10,3,6,132,3,0,13
1998,10,4,7,135,1,0,47
1998,10,5,1,142,7,0,34
1998,10,6,2,142,6,1,42
1998,10,7,3,142,0,0,29
1998,10,8,4,142,0,0,13
1998,10,9,5,142,0,0,27
1998,10,10,6,133,1,0,11
1998,10,11,7,135,0,0,10
1998,10,12,1,142,0,1,9
1998,10,13,2,142,0,0,11
1998,10,14,3,142,2,0,5
1998,10,15,4,142,1,0,16
1998,10,16,5,142,0,0,29
1998,10,17,6,133,1,0,33
1998,10,18,7,135,2,0,37
1998,10,19,1,142,2,0,15
1998,10,20,2,142,1,0,15
1998,10,21,3,142,0,0,18
1998,10,22,4,142,0,0,13
1998,10,23,5,142,0,0,12
1998,10,24,6,132,0,0,4
1998,10,25,7,134,0,0,8
1998,10,26,1,142,0,0,9
1998,10,27,2,142,1,0,8
1998,10,28,3,142,1,0,7
1998,10,29,4,142,0,0,12
1998,10,30,5,143,1,0,26
1998,10,31,6,133,1,0,11
1998,11,1,7,135,2,0,24
1998,11,2,1,142,2,0,16
1998,11,3,2,142,1,0,10
1998,11,4,3,142,2,0,15
1998,11,5,4,142,0,0,28
1998,11,6,5,142,0,0,17
1998,11,7,6,132,1,0,12
1998,11,8,7,135,0,0,23
1998,11,9,1,142,1,0,13
1998,11,10,2,142,1,1,50
1998,11,11,3,142,0,0,20
1998,11,12,4,142,1,0,41
1998,11,13,5,142,0,0,25
1998,11,14,6,132,1,3,14
1998,11,15,7,134,0,0,15
1998,11,16,1,142,0,0,13
1998,11,17,2,142,2,1,18
1998,11,18,3,142,1,0,11
1998,11,19,4,142,1,2,27
1998,11,20,5,142,1,0,31
1998,11,21,6,132,0,0,9
1998,11,22,7,134,1,0,7
1998,11,23,1,142,2,0,10
1998,11,24,2,142,0,0,8
1998,11,25,3,142,0,0,13
1998,11,26,4,106,0,0,3
1998,11,27,5,114,0,0,2
1998,11,28,6,132,0,4,15
1998,11,29,7,136,0,0,5
1998,11,30,1,142,0,0,23
1998,12,1,2,142,0,0,9
1998,12,2,3,142,4,0,22
1998,12,3,4,142,1,0,11
1998,12,4,5,142,0,1,17
1998,12,5,6,132,0,0,15
1998,12,6,7,134,0,0,21
1998,12,7,1,142,2,0,15
1998,12,8,2,142,0,0,42
1998,12,9,3,142,0,0,17
1998,12,10,4,142,0,0,30
1998,12,11,5,142,0,0,31
1998,12,12,6,132,0,0,18
1998,12,13,7,134,0,0,17
1998,12,14,1,142,1,0,13
1998,12,15,2,141,1,0,12
1998,12,16,3,140,1,0,10
1998,12,17,4,140,2,0,23
1998,12,18,5,140,2,0,33
1998,12,19,6,130,1,0,23
1998,12,20,7,131,1,0,32
1998,12,21,1,140,3,0,39
1998,12,22,2,140,3,0,46
1998,12,23,3,139,9,0,71
1998,12,24,4,124,4,0,60
1998,12,25,5,110,1,0,23
1998,12,26,6,126,1,0,20
1998,12,27,7,131,0,0,29
1998,12,28,1,140,2,0,51
1998,12,29,2,140,1,0,60
1998,12,30,3,138,1,0,30
1998,12,31,4,127,0,0,17
1997,1,1,3,113,2,0,27
1997,1,2,4,131,3,5,61
1997,1,3,5,131,0,0,38
1997,1,4,6,121,0,0,24
1997,1,5,7,129,2,1,39
1997,1,6,1,131,1,0,40
1997,1,7,2,131,3,0,34
1997,1,8,3,131,4,3,64
1997,1,9,4,131,2,0,79
1997,1,10,5,131,5,0,59
1997,1,11,6,121,0,0,37
1997,1,12,7,130,2,0,56
1997,1,13,1,131,4,0,46
1997,1,14,2,129,4,0,24
1997,1,15,3,132,8,0,56
1997,1,16,4,132,1,0,41
1997,1,17,5,132,2,0,49
1997,1,18,6,120,1,0,15
1997,1,19,7,130,0,0,21
1997,1,20,1,132,2,0,26
1997,1,21,2,132,2,0,20
1997,1,22,3,132,0,0,22
1997,1,23,4,133,1,0,46
1997,1,24,5,133,0,3,78
1997,1,25,6,120,0,0,21
1997,1,26,7,131,2,0,30
1997,1,27,1,139,2,0,64
1997,1,28,2,134,0,0,42
1997,1,29,3,132,1,0,15
1997,1,30,4,132,2,1,21
1997,1,31,5,133,0,0,22
1997,2,1,6,122,0,0,15
1997,2,2,7,129,0,0,15
1997,2,3,1,133,2,0,14
1997,2,4,2,133,0,1,24
1997,2,5,3,133,0,0,16
1997,2,6,4,133,0,0,27
1997,2,7,5,133,0,0,56
1997,2,8,6,122,0,0,40
1997,2,9,7,129,0,0,22
1997,2,10,1,133,0,0,9
1997,2,11,2,133,0,0,11
1997,2,12,3,133,1,1,73
1997,2,13,4,133,1,0,58
1997,2,14,5,133,0,1,81
1997,2,15,6,123,0,0,28
1997,2,16,7,129,0,0,24
1997,2,17,1,133,0,0,13
1997,2,18,2,133,0,0,12
1997,2,19,3,133,0,0,41
1997,2,20,4,133,1,0,56
1997,2,21,5,133,1,0,69
1997,2,22,6,124,0,0,30
1997,2,23,7,130,0,0,22
1997,2,24,1,133,0,0,31
1997,2,25,2,133,1,0,24
1997,2,26,3,132,2,2,50
1997,2,27,4,133,0,0,57
1997,2,28,5,133,1,1,58
1997,3,1,6,124,1,4,49
1997,3,2,7,129,2,0,62
1997,3,3,1,133,5,0,30
1997,3,4,2,133,1,0,28
1997,3,5,3,133,0,0,40
1997,3,6,4,132,1,0,36
1997,3,7,5,133,1,0,24
1997,3,8,6,124,0,0,14
1997,3,9,7,129,3,0,17
1997,3,10,1,133,3,0,19
1997,3,11,2,133,1,1,12
1997,3,12,3,133,1,0,22
1997,3,13,4,133,2,0,39
1997,3,14,5,133,2,0,54
1997,3,15,6,124,3,0,30
1997,3,16,7,129,0,0,27
1997,3,17,1,133,2,0,22
1997,3,18,2,133,2,0,37
1997,3,19,3,133,1,0,47
1997,3,20,4,133,0,0,42
1997,3,21,5,133,0,0,24
1997,3,22,6,124,1,0,20
1997,3,23,7,129,1,0,18
1997,3,24,1,133,1,0,23
1997,3,25,2,133,0,0,28
1997,3,26,3,133,1,0,29
1997,3,27,4,133,0,0,29
1997,3,28,5,133,0,0,34
1997,3,29,6,123,0,0,16
1997,3,30,7,129,0,0,22
1997,3,31,1,133,0,0,30
1997,4,1,2,133,1,0,8
1997,4,2,3,133,0,0,19
1997,4,3,4,133,1,0,21
1997,4,4,5,133,2,0,55
1997,4,5,6,125,2,3,53
1997,4,6,7,126,0,0,42
1997,4,7,1,133,1,0,19
1997,4,8,2,133,2,0,26
1997,4,9,3,133,0,0,20
1997,4,10,4,133,1,0,30
1997,4,11,5,133,1,2,72
1997,4,12,6,124,0,0,43
1997,4,13,7,127,0,0,30
1997,4,14,1,133,0,0,25
1997,4,15,2,133,0,0,9
1997,4,16,3,133,0,0,6
1997,4,17,4,133,0,0,22
1997,4,18,5,133,0,0,29
1997,4,19,6,124,0,0,9
1997,4,20,7,127,2,0,21
1997,4,21,1,133,1,1,12
1997,4,22,2,133,2,0,30
1997,4,23,3,133,1,0,35
1997,4,24,4,133,0,0,28
1997,4,25,5,133,2,0,60
1997,4,26,6,124,2,1,47
1997,4,27,7,127,3,0,58
1997,4,28,1,133,2,0,38
1997,4,29,2,133,0,0,8
1997,4,30,3,133,0,0,20
1997,5,1,4,133,0,0,32
1997,5,2,5,133,1,0,46
1997,5,3,6,124,1,0,32
1997,5,4,7,127,1,0,9
1997,5,5,1,133,0,0,12
1997,5,6,2,133,1,0,15
1997,5,7,3,133,1,0,12
1997,5,8,4,133,0,0,19
1997,5,9,5,133,1,0,32
1997,5,10,6,124,0,0,8
1997,5,11,7,127,0,0,14
1997,5,12,1,133,3,0,26
1997,5,13,2,133,0,0,11
1997,5,14,3,133,0,0,21
1997,5,15,4,133,0,0,50
1997,5,16,5,133,2,0,28
1997,5,17,6,124,0,0,14
1997,5,18,7,127,1,0,21
1997,5,19,1,133,3,2,44
1997,5,20,2,133,1,0,22
1997,5,21,3,133,1,10,34
1997,5,22,4,133,2,0,40
1997,5,23,5,133,0,0,39
1997,5,24,6,124,1,0,33
1997,5,25,7,120,0,0,8
1997,5,26,1,129,0,0,18
1997,5,27,2,132,2,0,26
1997,5,28,3,133,1,1,21
1997,5,29,4,133,1,0,17
1997,5,30,5,133,0,0,31
1997,5,31,6,124,0,1,21
1997,6,1,7,124,0,0,17
1997,6,2,1,131,1,0,23
1997,6,3,2,131,0,0,12
1997,6,4,3,131,0,0,12
1997,6,5,4,129,0,0,18
1997,6,6,5,129,0,0,39
1997,6,7,6,120,0,0,23
1997,6,8,7,123,0,0,33
1997,6,9,1,129,1,0,8
1997,6,10,2,129,1,0,16
1997,6,11,3,130,0,0,22
1997,6,12,4,130,0,0,33
1997,6,13,5,130,0,0,38
1997,6,14,6,121,1,0,27
1997,6,15,7,124,1,0,20
1997,6,16,1,129,2,0,25
1997,6,17,2,129,6,2,64
1997,6,18,3,129,2,0,31
1997,6,19,4,129,1,0,28
1997,6,20,5,129,1,1,36
1997,6,21,6,122,1,0,42
1997,6,22,7,124,2,0,36
1997,6,23,1,129,2,0,24
1997,6,24,2,129,4,0,21
1997,6,25,3,129,0,0,33
1997,6,26,4,129,3,0,48
1997,6,27,5,129,1,0,30
1997,6,28,6,122,0,0,22
1997,6,29,7,124,1,0,17
1997,6,30,1,129,1,0,17
1997,7,1,2,129,3,0,17
1997,7,2,3,129,2,0,19
1997,7,3,4,129,0,0,22
1997,7,4,5,115,0,0,12
1997,7,5,6,110,1,0,24
1997,7,6,7,124,1,0,42
1997,7,7,1,129,0,0,32
1997,7,8,2,129,1,0,29
1997,7,9,3,129,3,0,21
1997,7,10,4,129,1,0,21
1997,7,11,5,129,1,0,24
1997,7,12,6,123,0,1,11
1997,7,13,7,124,0,1,29
1997,7,14,1,129,3,0,29
1997,7,15,2,129,4,0,25
1997,7,16,3,129,0,1,27
1997,7,17,4,129,3,0,28
1997,7,18,5,129,5,0,31
1997,7,19,6,123,1,0,26
1997,7,20,7,124,1,1,21
1997,7,21,1,129,2,0,26
1997,7,22,2,129,2,1,32
1997,7,23,3,129,1,0,47
1997,7,24,4,129,3,0,19
1997,7,25,5,129,2,0,26
1997,7,26,6,123,1,0,16
1997,7,27,7,124,1,0,25
1997,7,28,1,129,2,0,28
1997,7,29,2,129,2,0,28
1997,7,30,3,129,1,0,40
1997,7,31,4,129,2,0,25
1997,8,1,5,129,0,0,26
1997,8,2,6,123,2,0,18
1997,8,3,7,124,1,0,21
1997,8,4,1,129,1,0,21
1997,8,5,2,129,1,0,16
1997,8,6,3,129,0,0,23
1997,8,7,4,129,0,0,25
1997,8,8,5,129,0,1,28
1997,8,9,6,123,1,0,28
1997,8,10,7,124,0,0,30
1997,8,11,1,129,0,0,21
1997,8,12,2,129,0,0,33
1997,8,13,3,129,2,0,33
1997,8,14,4,129,1,1,28
1997,8,15,5,129,2,0,30
1997,8,16,6,122,3,1,23
1997,8,17,7,124,2,1,29
1997,8,18,1,129,2,0,24
1997,8,19,2,129,1,0,16
1997,8,20,3,129,2,1,34
1997,8,21,4,129,2,0,28
1997,8,22,5,129,0,0,15
1997,8,23,6,123,0,0,4
1997,8,24,7,124,1,0,13
1997,8,25,1,129,3,0,7
1997,8,26,2,129,2,0,11
1997,8,27,3,129,1,0,5
1997,8,28,4,129,1,0,20
1997,8,29,5,129,1,0,24
1997,8,30,6,116,0,0,12
1997,8,31,7,106,3,0,4
1997,9,1,1,125,0,0,12
1997,9,2,2,129,2,0,34
1997,9,3,3,131,2,0,22
1997,9,4,4,134,0,0,14
1997,9,5,5,134,0,0,7
1997,9,6,6,128,0,0,4
1997,9,7,7,130,0,0,10
1997,9,8,1,135,1,0,13
1997,9,9,2,137,5,0,17
1997,9,10,3,137,2,0,22
1997,9,11,4,137,4,0,25
1997,9,12,5,136,2,0,17
1997,9,13,6,130,0,0,2
1997,9,14,7,132,1,0,12
1997,9,15,1,137,1,0,11
1997,9,16,2,137,0,0,10
1997,9,17,3,137,1,0,4
1997,9,18,4,137,0,0,13
1997,9,19,5,137,0,0,21
1997,9,20,6,129,0,0,7
1997,9,21,7,132,0,0,22
1997,9,22,1,137,0,0,14
1997,9,23,2,137,2,0,27
1997,9,24,3,137,3,0,17
1997,9,25,4,137,1,0,44
1997,9,26,5,137,0,0,20
1997,9,27,6,130,0,0,5
1997,9,28,7,132,1,0,17
1997,9,29,1,137,1,0,10
1997,9,30,2,137,0,0,9
1997,10,1,3,137,2,1,19
1997,10,2,4,137,2,0,11
1997,10,3,5,137,0,0,9
1997,10,4,6,128,0,0,13
1997,10,5,7,132,1,0,16
1997,10,6,1,137,1,0,11
1997,10,7,2,137,1,1,18
1997,10,8,3,137,3,0,24
1997,10,9,4,137,2,0,22
1997,10,10,5,137,0,0,22
1997,10,11,6,128,1,0,11
1997,10,12,7,132,1,0,15
1997,10,13,1,137,1,0,27
1997,10,14,2,137,2,0,12
1997,10,15,3,137,0,0,11
1997,10,16,4,137,1,0,21
1997,10,17,5,136,0,0,29
1997,10,18,6,127,0,0,11
1997,10,19,7,133,3,0,14
1997,10,20,1,137,1,0,13
1997,10,21,2,137,1,0,15
1997,10,22,3,137,2,0,21
1997,10,23,4,137,3,0,49
1997,10,24,5,138,0,0,63
1997,10,25,6,126,3,0,42
1997,10,26,7,131,3,0,69
1997,10,27,1,137,2,0,30
1997,10,28,2,137,1,0,10
1997,10,29,3,137,0,0,8
1997,10,30,4,137,0,0,15
1997,10,31,5,137,1,0,28
1997,11,1,6,127,0,0,22
1997,11,2,7,131,0,0,22
1997,11,3,1,137,2,0,17
1997,11,4,2,137,0,0,8
1997,11,5,3,137,1,0,24
1997,11,6,4,137,3,0,38
1997,11,7,5,137,0,0,31
1997,11,8,6,127,0,0,8
1997,11,9,7,130,1,0,14
1997,11,10,1,137,1,2,12
1997,11,11,2,137,1,0,15
1997,11,12,3,137,0,1,45
1997,11,13,4,137,1,2,73
1997,11,14,5,137,0,0,51
1997,11,15,6,127,0,0,37
1997,11,16,7,132,0,0,23
1997,11,17,1,137,0,0,12
1997,11,18,2,137,0,0,27
1997,11,19,3,137,1,0,8
1997,11,20,4,137,0,0,16
1997,11,21,5,137,0,1,54
1997,11,22,6,127,2,0,30
1997,11,23,7,131,1,0,16
1997,11,24,1,137,0,0,9
1997,11,25,2,137,0,0,17
1997,11,26,3,137,0,0,15
1997,11,27,4,105,1,0,4
1997,11,28,5,115,1,1,30
1997,11,29,6,125,3,0,29
1997,11,30,7,131,1,0,38
1997,12,1,1,137,0,0,27
1997,12,2,2,137,0,0,42
1997,12,3,3,137,3,2,32
1997,12,4,4,137,2,0,25
1997,12,5,5,137,1,0,32
1997,12,6,6,127,0,1,15
1997,12,7,7,132,0,0,21
1997,12,8,1,138,9,0,28
1997,12,9,2,138,7,1,33
1997,12,10,3,138,3,0,48
1997,12,11,4,138,0,0,75
1997,12,12,5,138,1,0,64
1997,12,13,6,128,2,1,39
1997,12,14,7,132,0,0,19
1997,12,15,1,138,0,0,7
1997,12,16,2,138,1,0,4
1997,12,17,3,138,1,0,7
1997,12,18,4,137,2,0,27
1997,12,19,5,137,2,0,23
1997,12,20,6,127,3,0,32
1997,12,21,7,132,4,0,21
1997,12,22,1,137,5,1,31
1997,12,23,2,137,3,2,72
1997,12,24,3,122,3,0,42
1997,12,25,4,115,1,0,14
1997,12,26,5,125,0,0,36
1997,12,27,6,127,0,0,34
1997,12,28,7,132,1,0,29
1997,12,29,1,137,2,0,38
1997,12,30,2,137,0,0,30
1997,12,31,3,126,0,0,12
1996,1,1,1,116,2,3,66
1996,1,2,2,128,4,0,83
1996,1,3,3,128,2,0,53
1996,1,4,4,128,2,0,35
1996,1,5,5,128,1,0,35
1996,1,6,6,114,2,2,54
1996,1,7,7,120,18,0,39
1996,1,8,1,128,19,0,7
1996,1,9,2,129,12,0,27
1996,1,10,3,129,6,0,19
1996,1,11,4,129,7,0,36
1996,1,12,5,129,8,0,20
1996,1,13,6,112,2,0,3
1996,1,14,7,121,3,0,6
1996,1,15,1,130,1,0,11
1996,1,16,2,130,4,0,24
1996,1,17,3,130,5,0,38
1996,1,18,4,130,7,0,68
1996,1,19,5,130,4,1,40
1996,1,20,6,113,0,0,9
1996,1,21,7,122,0,0,18
1996,1,22,1,132,1,0,18
1996,1,23,2,132,5,1,40
1996,1,24,3,132,2,0,35
1996,1,25,4,132,3,1,26
1996,1,26,5,132,0,1,60
1996,1,27,6,115,3,0,15
1996,1,28,7,124,1,0,14
1996,1,29,1,132,1,0,23
1996,1,30,2,132,3,0,22
1996,1,31,3,133,2,0,26
1996,2,1,4,133,6,0,49
1996,2,2,5,133,3,2,66
1996,2,3,6,116,15,0,39
1996,2,4,7,125,8,0,22
1996,2,5,1,133,3,0,13
1996,2,6,2,133,1,0,19
1996,2,7,3,132,2,0,7
1996,2,8,4,132,2,0,19
1996,2,9,5,132,1,1,22
1996,2,10,6,116,0,0,16
1996,2,11,7,124,1,0,17
1996,2,12,1,132,1,0,15
1996,2,13,2,132,2,0,9
1996,2,14,3,132,0,0,25
1996,2,15,4,133,0,0,38
1996,2,16,5,135,4,0,40
1996,2,17,6,117,0,0,16
1996,2,18,7,125,0,0,7
1996,2,19,1,133,0,0,19
1996,2,20,2,133,4,0,22
1996,2,21,3,133,2,1,33
1996,2,22,4,133,2,1,23
1996,2,23,5,133,1,0,30
1996,2,24,6,117,1,0,16
1996,2,25,7,125,0,0,16
1996,2,26,1,133,2,0,23
1996,2,27,2,134,4,1,27
1996,2,28,3,134,4,0,35
1996,2,29,4,134,2,1,32
1996,3,1,5,134,0,0,38
1996,3,2,6,120,1,0,33
1996,3,3,7,126,1,0,18
1996,3,4,1,134,1,0,17
1996,3,5,2,134,3,0,27
1996,3,6,3,134,2,0,46
1996,3,7,4,134,1,0,66
1996,3,8,5,134,2,0,45
1996,3,9,6,120,1,0,17
1996,3,10,7,126,0,0,11
1996,3,11,1,134,1,0,9
1996,3,12,2,134,0,0,6
1996,3,13,3,134,0,0,5
1996,3,14,4,134,0,0,22
1996,3,15,5,134,0,1,37
1996,3,16,6,120,1,0,20
1996,3,17,7,126,0,0,30
1996,3,18,1,134,0,0,32
1996,3,19,2,134,0,0,30
1996,3,20,3,134,2,0,33
1996,3,21,4,134,1,0,12
1996,3,22,5,134,0,0,15
1996,3,23,6,120,1,0,19
1996,3,24,7,126,2,0,29
1996,3,25,1,134,2,0,28
1996,3,26,2,134,0,0,24
1996,3,27,3,134,4,0,32
1996,3,28,4,134,0,0,33
1996,3,29,5,134,1,0,36
1996,3,30,6,121,0,0,25
1996,3,31,7,126,0,0,24
1996,4,1,1,134,2,1,13
1996,4,2,2,134,1,0,5
1996,4,3,3,134,0,0,4
1996,4,4,4,134,2,0,22
1996,4,5,5,134,0,0,34
1996,4,6,6,119,1,0,23
1996,4,7,7,129,0,0,19
1996,4,8,1,134,0,1,22
1996,4,9,2,134,1,0,15
1996,4,10,3,134,0,0,13
1996,4,11,4,134,0,1,9
1996,4,12,5,134,1,0,46
1996,4,13,6,122,0,0,15
1996,4,14,7,129,1,1,50
1996,4,15,1,134,0,0,34
1996,4,16,2,134,2,0,11
1996,4,17,3,134,1,0,7
1996,4,18,4,134,1,0,13
1996,4,19,5,135,0,0,21
1996,4,20,6,123,1,0,20
1996,4,21,7,129,0,0,18
1996,4,22,1,135,3,0,45
1996,4,23,2,134,0,0,27
1996,4,24,3,134,2,0,12
1996,4,25,4,135,0,0,20
1996,4,26,5,134,0,0,32
1996,4,27,6,123,0,0,12
1996,4,28,7,129,1,0,23
1996,4,29,1,134,1,0,50
1996,4,30,2,134,1,0,28
1996,5,1,3,134,0,0,17
1996,5,2,4,135,1,0,10
1996,5,3,5,135,0,0,18
1996,5,4,6,123,0,0,14
1996,5,5,7,130,0,0,20
1996,5,6,1,135,1,0,10
1996,5,7,2,135,0,0,17
1996,5,8,3,135,2,0,28
1996,5,9,4,135,4,0,21
1996,5,10,5,137,0,0,43
1996,5,11,6,125,1,0,34
1996,5,12,7,132,0,0,13
1996,5,13,1,137,1,0,13
1996,5,14,2,137,4,0,6
1996,5,15,3,137,0,0,22
1996,5,16,4,137,0,0,34
1996,5,17,5,137,0,0,30
1996,5,18,6,125,0,0,11
1996,5,19,7,132,0,0,14
1996,5,20,1,137,1,1,13
1996,5,21,2,137,0,0,21
1996,5,22,3,137,0,0,15
1996,5,23,4,137,0,0,25
1996,5,24,5,136,2,0,37
1996,5,25,6,122,1,0,18
1996,5,26,7,119,0,0,6
1996,5,27,1,134,1,0,20
1996,5,28,2,137,0,0,28
1996,5,29,3,137,6,0,32
1996,5,30,4,137,2,0,7
1996,5,31,5,137,0,0,12
1996,6,1,6,124,0,0,27
1996,6,2,7,131,0,2,32
1996,6,3,1,136,3,0,20
1996,6,4,2,136,2,0,18
1996,6,5,3,135,3,0,16
1996,6,6,4,129,0,0,25
1996,6,7,5,129,1,0,36
1996,6,8,6,119,2,0,26
1996,6,9,7,124,0,0,41
1996,6,10,1,129,2,0,29
1996,6,11,2,129,2,0,33
1996,6,12,3,129,2,0,27
1996,6,13,4,129,1,1,30
1996,6,14,5,129,3,1,41
1996,6,15,6,118,0,0,23
1996,6,16,7,122,0,0,21
1996,6,17,1,128,1,0,33
1996,6,18,2,128,1,0,28
1996,6,19,3,128,2,0,31
1996,6,20,4,128,1,0,43
1996,6,21,5,128,0,0,39
1996,6,22,6,118,0,0,28
1996,6,23,7,122,1,0,39
1996,6,24,1,128,1,1,37
1996,6,25,2,128,1,0,28
1996,6,26,3,128,0,0,20
1996,6,27,4,128,0,1,33
1996,6,28,5,128,0,0,31
1996,6,29,6,118,0,0,21
1996,6,30,7,122,0,1,16
1996,7,1,1,128,1,0,18
1996,7,2,2,128,1,1,17
1996,7,3,3,128,0,0,20
1996,7,4,4,114,0,0,13
1996,7,5,5,113,0,0,6
1996,7,6,6,117,2,0,16
1996,7,7,7,122,0,0,33
1996,7,8,1,128,1,10,53
1996,7,9,2,128,0,0,36
1996,7,10,3,128,1,0,14
1996,7,11,4,128,1,0,14
1996,7,12,5,128,2,0,36
1996,7,13,6,118,2,0,28
1996,7,14,7,122,1,0,37
1996,7,15,1,128,3,0,23
1996,7,16,2,128,1,1,15
1996,7,17,3,128,3,0,25
1996,7,18,4,128,2,0,38
1996,7,19,5,128,1,0,31
1996,7,20,6,118,0,0,11
1996,7,21,7,122,0,0,22
1996,7,22,1,128,3,0,14
1996,7,23,2,128,3,0,26
1996,7,24,3,128,1,0,28
1996,7,25,4,128,0,0,34
1996,7,26,5,128,0,0,46
1996,7,27,6,118,0,0,19
1996,7,28,7,122,1,1,21
1996,7,29,1,128,4,0,15
1996,7,30,2,128,4,0,22
1996,7,31,3,128,3,0,33
1996,8,1,4,128,1,0,25
1996,8,2,5,128,0,0,31
1996,8,3,6,118,0,0,31
1996,8,4,7,122,0,0,22
1996,8,5,1,128,0,0,21
1996,8,6,2,128,1,0,25
1996,8,7,3,128,0,0,24
1996,8,8,4,128,0,0,44
1996,8,9,5,128,1,0,36
1996,8,10,6,118,0,0,30
1996,8,11,7,122,1,0,37
1996,8,12,1,128,0,1,37
1996,8,13,2,128,0,0,19
1996,8,14,3,128,1,0,16
1996,8,15,4,128,0,0,27
1996,8,16,5,128,1,0,33
1996,8,17,6,119,0,0,24
1996,8,18,7,122,1,0,24
1996,8,19,1,128,0,0,17
1996,8,20,2,127,1,0,24
1996,8,21,3,128,1,0,26
1996,8,22,4,127,2,0,20
1996,8,23,5,128,0,0,42
1996,8,24,6,118,0,1,24
1996,8,25,7,122,0,0,26
1996,8,26,1,128,0,0,20
1996,8,27,2,128,2,0,25
1996,8,28,3,128,1,4,39
1996,8,29,4,128,1,0,40
1996,8,30,5,128,0,0,30
1996,8,31,6,111,1,0,17
1996,9,1,7,107,1,0,3
1996,9,2,1,124,0,0,14
1996,9,3,2,128,0,0,9
1996,9,4,3,129,2,0,12
1996,9,5,4,129,0,0,18
1996,9,6,5,129,5,0,32
1996,9,7,6,120,0,0,11
1996,9,8,7,123,0,0,19
1996,9,9,1,129,1,0,24
1996,9,10,2,132,1,0,9
1996,9,11,3,132,0,0,23
1996,9,12,4,132,2,0,11
1996,9,13,5,132,1,0,16
1996,9,14,6,121,0,1,10
1996,9,15,7,126,2,0,28
1996,9,16,1,132,0,1,24
1996,9,17,2,132,2,0,12
1996,9,18,3,132,3,0,29
1996,9,19,4,132,1,0,32
1996,9,20,5,132,0,1,40
1996,9,21,6,122,1,0,19
1996,9,22,7,126,0,0,13
1996,9,23,1,132,1,0,12
1996,9,24,2,132,3,0,33
1996,9,25,3,132,2,1,18
1996,9,26,4,132,2,0,57
1996,9,27,5,132,1,1,68
1996,9,28,6,122,0,0,22
1996,9,29,7,126,0,0,19
1996,9,30,1,132,0,0,17
1996,10,1,2,133,0,0,21
1996,10,2,3,133,0,0,32
1996,10,3,4,133,0,1,24
1996,10,4,5,133,1,0,27
1996,10,5,6,124,0,0,21
1996,10,6,7,128,0,0,30
1996,10,7,1,133,0,0,24
1996,10,8,2,133,0,0,28
1996,10,9,3,133,2,0,19
1996,10,10,4,133,0,0,33
1996,10,11,5,133,0,0,32
1996,10,12,6,124,0,0,22
1996,10,13,7,129,0,0,13
1996,10,14,1,133,0,0,15
1996,10,15,2,133,1,0,9
1996,10,16,3,133,1,0,24
1996,10,17,4,133,1,0,34
1996,10,18,5,133,1,0,46
1996,10,19,6,124,0,0,16
1996,10,20,7,128,1,0,16
1996,10,21,1,133,5,0,33
1996,10,22,2,133,1,1,37
1996,10,23,3,133,1,0,22
1996,10,24,4,133,0,0,42
1996,10,25,5,133,0,1,72
1996,10,26,6,123,0,1,36
1996,10,27,7,129,1,0,43
1996,10,28,1,134,0,2,34
1996,10,29,2,134,2,1,27
1996,10,30,3,133,0,0,30
1996,10,31,4,134,1,1,21
1996,11,1,5,134,0,0,43
1996,11,2,6,125,0,0,28
1996,11,3,7,129,0,0,8
1996,11,4,1,134,1,0,9
1996,11,5,2,134,1,0,11
1996,11,6,3,133,0,1,26
1996,11,7,4,133,5,1,73
1996,11,8,5,133,0,0,50
1996,11,9,6,127,0,0,22
1996,11,10,7,128,0,0,14
1996,11,11,1,133,0,0,13
1996,11,12,2,133,2,0,6
1996,11,13,3,135,2,0,28
1996,11,14,4,132,2,0,17
1996,11,15,5,133,1,0,28
1996,11,16,6,123,1,0,13
1996,11,17,7,128,0,0,21
1996,11,18,1,133,1,0,19
1996,11,19,2,133,2,0,28
1996,11,20,3,133,3,0,31
1996,11,21,4,133,0,0,44
1996,11,22,5,133,0,0,20
1996,11,23,6,123,0,0,20
1996,11,24,7,128,2,0,52
1996,11,25,1,132,5,0,44
1996,11,26,2,133,2,0,34
1996,11,27,3,133,0,0,23
1996,11,28,4,99,0,0,7
1996,11,29,5,112,0,0,7
